comments,process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
onek shundor ekta natok,onek shundor ekta natok,onek shundor ekta natok,onek shundor ekta natok,30,1,0,0,0,1,Supportive,Nonbullying
পাকিস্তানের বাল ও ছিরতে পারবনা মালাউনরা ,পাকিস্তানের বাল ও ছিরতে পারবনা মালাউনরা ,পাকিস্তানের বাল ও ছিরতে পারবনা মালাউনরা,পাকিস্তানের বাল ও ছিরতে পারবনা মালাউনরা,0,1,0,0,1,0,Abusive,Bullying
ইনশাআল্লাহ,ইনশাআল্লাহ,ইনশাআল্লাহ,ইনশাআল্লাহ,0,1,0,0,0,0,Supportive,Nonbullying
tomra ekta manush ke eto disturb koro keno,tomra ekta manush ke eto disturb koro keno,tomra ekta manush ke eto disturb koro keno,tomra ekta manush ke eto disturb koro keno,1,1,0,0,0,0,Sad,Nonbullying
"যেহেতু ind,aus,nez,pak,eng, এইগুলারে বাশ দিছি সেহেতু বিশ্বকাপের আশা আমরা করতেই পারি, এখানে হাসি দেয়ার কি আছে।",যেহেতু indausnezpakeng এইগুলারে বাশ দিছি সেহেতু বিশ্বকাপের আশা আমরা করতেই পারি এখানে হাসি দেয়ার কি আছে।,যেহেতু indausnezpakeng এইগুলারে বাশ দিছি সেহেতু বিশ্বকাপের আশা আমরা করতেই পারি এখানে হাসি দেয়ার কি আছে।,যেহেতু indausnezpakeng এইগুলারে বাশ দিছি সেহেতু বিশ্বকাপের আশা আমরা করতেই পারি এখানে হাসি দেয়ার কি আছে।,0,1,6,0,0,1,Meaningless,Nonbullying
best chilo ata😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,best chilo ata😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,best chilo ata😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,best chilo ata,0,1,0,28,0,1,Happy,Nonbullying
পাকিস্তান আমার বাল ,পাকিস্তান আমার বাল ,পাকিস্তান আমার বাল,পাকিস্তান আমার বাল,0,1,0,0,1,0,Aggressive,Bullying
ihudira asole bipodjnok ader k mere fela uchit,ihudira asole bipodjnok ader k mere fela uchit,ihudira asole bipodjnok ader k mere fela uchit,ihudira asole bipodjnok ader k mere fela uchit,0,1,0,0,0,0,Abusive,Bullying
is very funny🤣😂,is very funny🤣😂,is very funny🤣😂,is very funny,5,1,0,2,0,1,Happy,Nonbullying
ederke choddo bochor fasi deya hok,ederke choddo bochor fasi deya hok,ederke choddo bochor fasi deya hok,ederke choddo bochor fasi deya hok,0,1,0,0,1,0,Abusive,Bullying
nasir tumi thakla sure peto bangladesh..jei vabe tumi tamima ka paicho,nasir tumi thakla sure peto bangladeshjei vabe tumi tamima ka paicho,nasir tumi thakla sure peto bangladeshjei vabe tumi tamima ka paicho,nasir tumi thakla sure peto bangladeshjei vabe tumi tamima ka paicho,0,1,2,0,0,1,Supportive,Nonbullying
এই রকম ছবি বাংলাদেশের কেউ আগে অনলাইনে ছারছে বলে জানা নেই।,এই রকম ছবি বাংলাদেশের কেউ আগে অনলাইনে ছারছে বলে জানা নেই।,এই রকম ছবি বাংলাদেশের কেউ আগে অনলাইনে ছারছে বলে জানা নেই।,এই রকম ছবি বাংলাদেশের কেউ আগে অনলাইনে ছারছে বলে জানা নেই।,3,1,0,0,0,0,Normal_comment,Neutral
sourav da just sera.. mind blowing...,sourav da just sera mind blowing,sourav da just sera mind blowing,sourav da just sera mind blowing,6,1,5,0,0,1,Happy,Nonbullying
nice brother,nice brother,nice brother,nice brother,0,1,0,0,0,1,Supportive,Nonbullying
nodir pola nastik tor marebap,nodir pola nastik tor marebap,nodir pola nastik tor marebap,nodir pola nastik tor marebap,0,1,0,0,2,0,Abusive,Bullying
unake s ew  tekeno apnএ ওয়ে লেকইজফ nar matha sge valo hok tarpor diyen.,unake s ew  tekeno apnএ ওয়ে লেকইজফ nar matha sge valo hok tarpor diyen,unake s ew  tekeno apnএ ওয়ে লেকইজফ nar matha sge valo hok tarpor diyen,unake s ew  tekeno apnএ ওয়ে লেকইজফ nar matha sge valo hok tarpor diyen,0,1,1,0,0,1,Meaningless,Nonbullying
আলহামদুলিল্লাহ অসাধারণ একজন মানুষ,আলহামদুলিল্লাহ অসাধারণ একজন মানুষ,আলহামদুলিল্লাহ অসাধারণ একজন মানুষ,আলহামদুলিল্লাহ অসাধারণ একজন মানুষ,0,1,0,0,0,0,Normal_comment,Nonbullying
একে বারে ফালতু সানুষ,একে বারে ফালতু সানুষ,একে বারে ফালতু সানুষ,একে বারে ফালতু সানুষ,0,1,0,0,1,0,Aggressive,Bullying
তো কিe ewjr lwe,তো কিe ewjr lwe,তো কিe ewjr lwe,তো কিe ewjr lwe,0,1,0,0,0,0,Meaningless,Nonbullying
এইসব জিনিস ভাইরাল করার কি আছে এতো  জানিনা 😒😒😤😤,এইসব জিনিস ভাইরাল করার কি আছে এতো  জানিনা 😒😒😤😤,এইসব জিনিস ভাইরাল করার কি আছে এতো  জানিনা 😒😒😤😤,এইসব জিনিস ভাইরাল করার কি আছে এতো  জানিনা ,65,1,0,4,0,0,Normal_comment,Neutral
এগুলা রাস্তার মেয়ে ,এগুলা রাস্তার মেয়ে ,এগুলা রাস্তার মেয়ে,এগুলা রাস্তার মেয়ে,0,1,0,0,0,0,Abusive,Bullying
ভিডিও টা অনেক ফানি ছিল হাসতে হাসতে আমি  খাট ভেঙে পরে গেছি 😅😅😅😅😅😅😅😅😂😂😂😂😂😂😂😂,ভিডিও টা অনেক ফানি ছিল হাসতে হাসতে আমি  খাট ভেঙে পরে গেছি 😅😅😅😅😅😅😅😅😂😂😂😂😂😂😂😂,ভিডিও টা অনেক ফানি ছিল হাসতে হাসতে আমি  খাট ভেঙে পরে গেছি 😅😅😅😅😅😅😅😅😂😂😂😂😂😂😂😂,ভিডিও টা অনেক ফানি ছিল হাসতে হাসতে আমি  খাট ভেঙে পরে গেছি ,0,1,0,16,0,3,Happy,Nonbullying
একটা নেতা এমন হওয়া দরকার। মাশরাফি ভাই নেতা হওয়ার যোগ্যতা রাখে,একটা নেতা এমন হওয়া দরকার। মাশরাফি ভাই নেতা হওয়ার যোগ্যতা রাখে,একটা নেতা এমন হওয়া দরকার। মাশরাফি ভাই নেতা হওয়ার যোগ্যতা রাখে,একটা নেতা এমন হওয়া দরকার। মাশরাফি ভাই নেতা হওয়ার যোগ্যতা রাখে,12,1,0,0,0,0,Normal_comment,Nonbullying
মাশরাফি হচ্ছেন স্পষ্টভাষী মানুষ। আমাদের দেশের রাজনীতিতে এখন এরকম ধরনের লোক দরকার,মাশরাফি হচ্ছেন স্পষ্টভাষী মানুষ। আমাদের দেশের রাজনীতিতে এখন এরকম ধরনের লোক দরকার,মাশরাফি হচ্ছেন স্পষ্টভাষী মানুষ। আমাদের দেশের রাজনীতিতে এখন এরকম ধরনের লোক দরকার,মাশরাফি হচ্ছেন স্পষ্টভাষী মানুষ। আমাদের দেশের রাজনীতিতে এখন এরকম ধরনের লোক দরকার,50,1,0,0,0,0,Normal_comment,Neutral
"তোর নানীর হাউয়া,, শালারপুত তুই গোয়ামারা খা",তোর নানীর হাউয়া শালারপুত তুই গোয়ামারা খা,তোর নানীর হাউয়া শালারপুত তুই গোয়ামারা খা,তোর নানীর হাউয়া শালারপুত তুই গোয়ামারা খা,3,1,2,0,3,0,Abusive,Bullying
"Allah tumi sohay how , janoartar fashi dewa hok",allah tumi sohay how  janoartar fashi dewa hok,allah tumi sohay how  janoartar fashi dewa hok,allah tumi sohay how  janoartar fashi dewa hok,0,1,1,0,0,0,Aggressive,Bullying
এইটা কেরে কি বলেরে 🤦‍♂️🤦‍♂️🤦‍♂️জুতা কই,এইটা কেরে কি বলেরে 🤦‍♂️🤦‍♂️🤦‍♂️জুতা কই,এইটা কেরে কি বলেরে 🤦‍♂️🤦‍♂️🤦‍♂️জুতা কই,এইটা কেরে কি বলেরে জুতা কই,4,1,0,3,0,0,Aggressive,Bullying
lojja thaka dorkar,lojja thaka dorkar,lojja thaka dorkar,lojja thaka dorkar,1,1,0,0,1,0,Normal_comment,Neutral
এদের কে দলথেকে বাধ দেওয়া উচিত,এদের কে দলথেকে বাধ দেওয়া উচিত,এদের কে দলথেকে বাধ দেওয়া উচিত,এদের কে দলথেকে বাধ দেওয়া উচিত,3,1,0,0,0,0,Normal_comment,Nonbullying
tor vodar vitor valo vabe voredimu,tor vodar vitor valo vabe voredimu,tor vodar vitor valo vabe voredimu,tor vodar vitor valo vabe voredimu,0,1,0,0,2,1,Abusive,Bullying
আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,0,1,0,0,2,0,Abusive,Bullying
