process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
হাসতে হাসতে মুখ ফাটি গেছে বদ্দা ,হাসতে হাসতে মুখ ফাটি গেছে বদ্দা,হাসতে হাসতে মুখ ফাটি গেছে বদ্দা,0,1,0,0,0,2,Happy,Nonbullying
হাইসসা মইরা জাইতাছি,হাইসসা মইরা জাইতাছি,হাইসসা মইরা জাইতাছি,1,1,0,0,0,0,Happy,Nonbullying
আমার যে কি হাসি পাচ্ছে তা বোলে বোঝাতে পারবো না।।। নাইটির ছাপা দেখে  রানু দির মাথা আরো পাগল হয়ে গেছে।,আমার যে কি হাসি পাচ্ছে তা বোলে বোঝাতে পারবো না।।। নাইটির ছাপা দেখে  রানু দির মাথা আরো পাগল হয়ে গেছে।,আমার যে কি হাসি পাচ্ছে তা বোলে বোঝাতে পারবো না।।। নাইটির ছাপা দেখে  রানু দির মাথা আরো পাগল হয়ে গেছে।,9,1,0,0,5,1,Abusive,Bullying
রানু দির কথা শুনলে হাসিও পায় রাগ ও ধরে।,রানু দির কথা শুনলে হাসিও পায় রাগ ও ধরে।,রানু দির কথা শুনলে হাসিও পায় রাগ ও ধরে।,11,1,0,0,0,0,Happy,Nonbullying
হাসতে হাসতে শেষ,হাসতে হাসতে শেষ,হাসতে হাসতে শেষ,2,1,0,0,0,2,Happy,Nonbullying
আপনার ভিডিও আমি প্রথম বার দেখলাম ভালো  লাগলো 🤭🤭👊,আপনার ভিডিও আমি প্রথম বার দেখলাম ভালো  লাগলো 🤭🤭👊,আপনার ভিডিও আমি প্রথম বার দেখলাম ভালো  লাগলো ,0,1,0,3,3,2,Happy,Nonbullying
"ভিডিও টা দেখার পর আর হাসি থামাতে পারছিলাম না ,😅😅😅😅",ভিডিও টা দেখার পর আর হাসি থামাতে পারছিলাম না 😅😅😅😅,ভিডিও টা দেখার পর আর হাসি থামাতে পারছিলাম না ,2,1,1,4,0,1,Happy,Nonbullying
খুব ভালো লেগেছে,খুব ভালো লেগেছে,খুব ভালো লেগেছে,0,1,0,0,0,2,Happy,Nonbullying
অ-সাধারণ ফাটাফাটি,অসাধারণ ফাটাফাটি,অসাধারণ ফাটাফাটি,1,1,1,0,0,1,Happy,Nonbullying
মজা পেয়েছি অনেক,মজা পেয়েছি অনেক,মজা পেয়েছি অনেক,2,1,0,0,0,2,Happy,Nonbullying
সেরা 🤣🤣,সেরা 🤣🤣,সেরা ,4,1,0,2,0,1,Happy,Nonbullying
মজা পাইছি...,মজা পাইছি,মজা পাইছি,0,1,3,0,0,1,Happy,Nonbullying
খুব ভাল লাগলো দাদা,খুব ভাল লাগলো দাদা,খুব ভাল লাগলো দাদা,0,1,0,0,0,0,Happy,Nonbullying
aita ki dekhlam!!!!  hashte hashte sesh ami,aita ki dekhlam!!!!  hashte hashte sesh ami,aita ki dekhlam!!!!  hashte hashte sesh ami,4,1,4,0,3,0,Happy,Nonbullying
এতো হাসছি বলার বাহিরে গাল দুইটা ব্যাথা হইয়া গেছে 🤣🤣🤣🤣🤣🤣🤣🤣,এতো হাসছি বলার বাহিরে গাল দুইটা ব্যাথা হইয়া গেছে 🤣🤣🤣🤣🤣🤣🤣🤣,এতো হাসছি বলার বাহিরে গাল দুইটা ব্যাথা হইয়া গেছে ,46,1,0,8,0,0,Happy,Nonbullying
হাসতে হাসতে ছোপা থেকে পরে গিয়েছে 😂😂😂😂😂😂😂😂😂,হাসতে হাসতে ছোপা থেকে পরে গিয়েছে 😂😂😂😂😂😂😂😂😂,হাসতে হাসতে ছোপা থেকে পরে গিয়েছে ,30,1,0,9,0,2,Happy,Nonbullying
"i can't stop my laughing 😂  rm ,s   was very funny",i cant stop my laughing 😂  rm s   was very funny,i cant stop my laughing   rm s   was very funny,10,1,2,1,9,3,Happy,Nonbullying
আজকের মতো আমি কোন দিন  হাসি নাই. thank you so much,আজকের মতো আমি কোন দিন  হাসি নাই thank you so much,আজকের মতো আমি কোন দিন  হাসি নাই thank you so much,20,1,1,0,3,1,Happy,Nonbullying
"i can't stop my laughing,,,,",i cant stop my laughing,i cant stop my laughing,27,1,5,0,0,0,Happy,Nonbullying
that's so funny is v's,thats so funny is vs,thats so funny is vs,2,1,2,0,0,2,Happy,Nonbullying
is very funny🤣😂,is very funny🤣😂,is very funny,5,1,0,2,0,1,Happy,Nonbullying
ভিডিও টা অনেক ফানি ছিল হাসতে হাসতে আমি  খাট ভেঙে পরে গেছি 😅😅😅😅😅😅😅😅😂😂😂😂😂😂😂😂,ভিডিও টা অনেক ফানি ছিল হাসতে হাসতে আমি  খাট ভেঙে পরে গেছি 😅😅😅😅😅😅😅😅😂😂😂😂😂😂😂😂,ভিডিও টা অনেক ফানি ছিল হাসতে হাসতে আমি  খাট ভেঙে পরে গেছি ,0,1,0,16,3,3,Happy,Nonbullying
so funny❤️🤣😂😂😂😂😂,so funny❤️🤣😂😂😂😂😂,so funny️,0,1,0,7,0,0,Happy,Nonbullying
🤣🤣😂😂অঙ্ক সোন্দর হইসে,🤣🤣😂😂অঙ্ক সোন্দর হইসে,অঙ্ক সোন্দর হইসে,3,1,0,4,0,0,Happy,Nonbullying
খুব  মজাদা লাগল♥️😍🍓,খুব  মজাদা লাগল♥️😍🍓,খুব  মজাদা লাগল️,0,1,0,3,3,0,Happy,Nonbullying
so funny 😂,so funny 😂,so funny ,0,1,0,1,0,2,Happy,Nonbullying
অনেক ভালো লেগেছে🥘😀👍,অনেক ভালো লেগেছে🥘😀👍,অনেক ভালো লেগেছে,0,1,0,3,0,3,Happy,Nonbullying
taehyung smiley so nice so nice look is very cool good-looking ummmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm mmmmmmmmmmmmmmmmmmm,taehyung smiley so nice so nice look is very cool goodlooking ummmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm mmmmmmmmmmmmmmmmmmm,taehyung smiley so nice so nice look is very cool goodlooking ummmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm mmmmmmmmmmmmmmmmmmm,1,1,1,0,0,3,Happy,Nonbullying
ami haste pagol hoye gasi 😂😂😂😂😂😂😂how funny😂😂😂😂,ami haste pagol hoye gasi 😂😂😂😂😂😂😂how funny😂😂😂😂,ami haste pagol hoye gasi how funny,3,1,0,11,0,1,Happy,Nonbullying
আমার  হাসতে  হাসতে   হাসতে  পেট  বেথা   হয়ে  গেছে 😅😆😆😆😅,আমার  হাসতে  হাসতে   হাসতে  পেট  বেথা   হয়ে  গেছে 😅😆😆😆😅,আমার  হাসতে  হাসতে   হাসতে  পেট  বেথা   হয়ে  গেছে ,0,1,0,5,27,3,Happy,Nonbullying
পুরা বিডিও অনেক মজার ছিল হাসতে হাসতে হেসে দিছি  😁😌,পুরা বিডিও অনেক মজার ছিল হাসতে হাসতে হেসে দিছি  😁😌,পুরা বিডিও অনেক মজার ছিল হাসতে হাসতে হেসে দিছি  ,5,1,0,2,3,3,Happy,Nonbullying
আপু ভিডিওটা অনেক মজার ছল আমিত প্রতিটা ভিডিওতে ভি হাঁসি দেখার জন্য বসে থাকি i love bts v ❤️❤️❤️❤️🥰🥰🥰🥰,আপু ভিডিওটা অনেক মজার ছল আমিত প্রতিটা ভিডিওতে ভি হাঁসি দেখার জন্য বসে থাকি i love bts v ❤️❤️❤️❤️🥰🥰🥰🥰,আপু ভিডিওটা অনেক মজার ছল আমিত প্রতিটা ভিডিওতে ভি হাঁসি দেখার জন্য বসে থাকি i love bts v ️️️️,0,1,0,8,0,2,Happy,Nonbullying
jhope ar face dekhe ami haste haste shes🤣🤣🤣😂😂😂😂,jhope ar face dekhe ami haste haste shes🤣🤣🤣😂😂😂😂,jhope ar face dekhe ami haste haste shes,6,1,0,7,0,2,Happy,Nonbullying
হাসতে হাসতে খাটের থিকা পইরা গেছি আমি 😂😂😂😂😂😂🤭🤭,হাসতে হাসতে খাটের থিকা পইরা গেছি আমি 😂😂😂😂😂😂🤭🤭,হাসতে হাসতে খাটের থিকা পইরা গেছি আমি ,16,1,0,8,0,2,Happy,Nonbullying
আমি হাসতে হাসতে শেষ  💜💜💜💜,আমি হাসতে হাসতে শেষ  💜💜💜💜,আমি হাসতে হাসতে শেষ  ,10,1,0,4,3,2,Happy,Nonbullying
আপু গো আমি হাসতে হাসতে শেষ হইয়া গেছি আল্লাহ এতো হাসির এরকম আরো চাই চাই প্লিজ 😂😂😂😂😂,আপু গো আমি হাসতে হাসতে শেষ হইয়া গেছি আল্লাহ এতো হাসির এরকম আরো চাই চাই প্লিজ 😂😂😂😂😂,আপু গো আমি হাসতে হাসতে শেষ হইয়া গেছি আল্লাহ এতো হাসির এরকম আরো চাই চাই প্লিজ ,10,1,0,5,0,5,Happy,Nonbullying
hashte hashte pet betha krtese🤣🤣🤣🤣🤣😂😂😂 omg 🤣🤣🤣🤣,hashte hashte pet betha krtese🤣🤣🤣🤣🤣😂😂😂 omg 🤣🤣🤣🤣,hashte hashte pet betha krtese omg ,1,1,0,12,0,1,Happy,Nonbullying
হাসতে হাসতে পাগল হয়ে যাচ্ছি,হাসতে হাসতে পাগল হয়ে যাচ্ছি,হাসতে হাসতে পাগল হয়ে যাচ্ছি,1,1,0,0,2,2,Happy,Nonbullying
so good and funny video😂😂😂😂🤣🤣🤣🥰🥰🥰💜💜💜💜,so good and funny video😂😂😂😂🤣🤣🤣🥰🥰🥰💜💜💜💜,so good and funny video,2,1,0,14,0,3,Happy,Nonbullying
পনের বার দেখলাম সেই 🥰😁,পনের বার দেখলাম সেই 🥰😁,পনের বার দেখলাম সেই ,6,1,0,2,0,0,Happy,Nonbullying
আমি হাসতে হাসতে শেষ,আমি হাসতে হাসতে শেষ,আমি হাসতে হাসতে শেষ,1,1,0,0,0,2,Happy,Nonbullying
খুব ভালো লাগছে  আমি হাসতে হাসতে  শেষ 💖💖😊😍😍,খুব ভালো লাগছে  আমি হাসতে হাসতে  শেষ 💖💖😊😍😍,খুব ভালো লাগছে  আমি হাসতে হাসতে  শেষ ,5,1,0,5,6,4,Happy,Nonbullying
ভালো লাগছে🤣🤣🤣🤣🤣😂😂😂😂😂😂,ভালো লাগছে🤣🤣🤣🤣🤣😂😂😂😂😂😂,ভালো লাগছে,2,1,0,11,0,2,Happy,Nonbullying
"আনুষ্ঠানিকভাবে যে বিনেদন পাওয়া যায় আই হাই আগে জানতাম না গো জনগনের,,,,, 🤣🤣🤣🤣",আনুষ্ঠানিকভাবে যে বিনেদন পাওয়া যায় আই হাই আগে জানতাম না গো জনগনের 🤣🤣🤣🤣,আনুষ্ঠানিকভাবে যে বিনেদন পাওয়া যায় আই হাই আগে জানতাম না গো জনগনের ,11,1,5,4,0,0,Happy,Nonbullying
আমিও ভাই আসতে হাসতে শেষ,আমিও ভাই আসতে হাসতে শেষ,আমিও ভাই আসতে হাসতে শেষ,0,1,0,0,0,1,Happy,Nonbullying
দুই তারিখে পরীক্ষা অনেক মানসিক চাপের মধ্যে ছিলাম শ্রাবণী আর ইয়ামিন এর ভিডিওটা দেখে একটু মানসিক শান্তি পেলাম 😁🥰,দুই তারিখে পরীক্ষা অনেক মানসিক চাপের মধ্যে ছিলাম শ্রাবণী আর ইয়ামিন এর ভিডিওটা দেখে একটু মানসিক শান্তি পেলাম 😁🥰,দুই তারিখে পরীক্ষা অনেক মানসিক চাপের মধ্যে ছিলাম শ্রাবণী আর ইয়ামিন এর ভিডিওটা দেখে একটু মানসিক শান্তি পেলাম ,194,1,0,2,0,2,Happy,Nonbullying
অনেক মজা পেলাম। শেষের ভাগটা দেখে অনেক হাসলাম 😂😂😂,অনেক মজা পেলাম। শেষের ভাগটা দেখে অনেক হাসলাম 😂😂😂,অনেক মজা পেলাম। শেষের ভাগটা দেখে অনেক হাসলাম ,12,1,0,3,0,4,Happy,Nonbullying
