comments,likes,Related_to_post,Bsentiment,label
jader ei rokom bow ache tder khun kore bir purusher porichoy daw,0,1,Aggressive,Bullying
bodmaishhhh lokh ekta nasir,2,1,Aggressive,Bullying
apu oto rastar e cele 😁😁😁,0,1,Aggressive,Bullying
eee sala re kohon e nibe gatio team e,0,1,Aggressive,Bullying
tumi bal kelbay national team oh,0,1,Aggressive,Bullying
noshto noshto,1,1,Aggressive,Bullying
custom khelbi,0,1,Aggressive,Bullying
laterbaat🤣🤣🤣,0,1,Aggressive,Bullying
faltu mohila,1,1,Aggressive,Bullying
lovi mal🤣🤣,0,1,Aggressive,Bullying
sob pagol🤣😂🤣😂,0,1,Aggressive,Bullying
duniyar attitude 😏😏😏😏🤨,0,1,Aggressive,Neutral
pagol ranu mondal,0,1,Aggressive,Bullying
"ranu de sotty faltu.or sathe katha bolai uchit na,ranu k kono kechui dewa uchit na,kathai jane bolte",0,1,Aggressive,Bullying
ekta faltu mohila,0,1,Aggressive,Bullying
pagol re baba 🤣🤣🤣🤣🤣🤣,2,1,Aggressive,Bullying
pagole  kina bole chagole  kina kore,0,1,Aggressive,Bullying
pagli ta 🤣,0,1,Aggressive,Bullying
ei pagoler sathe video koro ki kore,0,1,Aggressive,Bullying
mathai prb thakly ja hoi r ki,0,1,Aggressive,Bullying
pagli ranu,0,1,Aggressive,Bullying
tarkata mal ranu mondol,0,1,Aggressive,Bullying
pagli,0,1,Aggressive,Bullying
basi ohonkar potoner karon just disgusting 😡😡😡😡😡😏😏bar kor aka,1,1,Aggressive,Bullying
mathe kheluk ar khate kheluk but kheluk 😂😂 tamima ki dekhailo 😂🤨😂🤨,1,1,Aggressive,Bullying
salar lojja nai,0,1,Aggressive,Bullying
oi paglachudi gulor aga tarao 😂😂😂,6,1,Aggressive,Bullying
boudir mukhe keu oskar 6ure mar🤣🤣🤣🤣,0,1,Aggressive,Bullying
mari halaium hala toree thik kori khel,0,1,Aggressive,Bullying
ere hoinnir jhi iane tor talukdari ache ni,0,1,Aggressive,Bullying
hotiner ghorer mutin tor murud ar jana ache,0,1,Aggressive,Bullying
oda jiantun aichot ekkere hiandi voridimu,0,1,Aggressive,Bullying
halukhet haichoch vadaimmar ghorer vhadaimma,0,1,Aggressive,Bullying
beliker baccha belik akkel tobiat udi geche ni,0,1,Aggressive,Bullying
hudir hut hudi ane bek kichu mokt haichot ni,0,1,Aggressive,Bullying
magir hut maigga hal dech aijja,0,1,Aggressive,Bullying
hangurir hut hanguri voridimu vorvori,0,1,Aggressive,Bullying
halar hut hala bala thakte thik oi ja,0,1,Aggressive,Bullying
are chodoinnar hola hatki baji koroch kila,0,1,Aggressive,Bullying
khankir jhi khanki thik hoi ja ,0,1,Aggressive,Bullying
tor chorer mare chudi vala hoi ja ,0,1,Aggressive,Bullying
tui kiar imam aichot tui to hondainna imam,0,1,Aggressive,Bullying
magir hut ki koirchot tor mar shaowar vitor voridimu,0,1,Aggressive,Bullying
filash di hadaihalaium ,0,1,Aggressive,Bullying
tore paile mui ekkere pachraiia maira halamu,0,1,Aggressive,Bullying
হালা বান্দিরপো ঠিক করে খেল না খেল্লে তোর খবর আছে,1,1,Aggressive,Bullying
এই গুলারে ধইরা দুনিয়া থেকে বের করে দেওয়া উচিৎ মইরা যা তুই হালা বেকুব ,1,1,Aggressive,Bullying
হারামি ঠিক করে খেলিছ ভালা খেলতে না পারলে তোরে পিডামু,0,1,Aggressive,Bullying
এই সব নিউজ না বানাইয়া গিয়া ঘুমাই থাক,0,1,Aggressive,Bullying
তোগো এই সব নিউজ দেখলে মনডায় চায় ঝাড়ু দিয়া পিডি,1,1,Aggressive,Bullying
হাগল ছাগল,0,1,Aggressive,Bullying
বোকচোদ মহিলা তর এইটা করা ঠিক না,0,1,Aggressive,Bullying
😆😆😆😆😆😆.. একদম. ঠিক.. শালা.. আমারও .,0,1,Aggressive,Bullying
"ঠিক করছে কোয়েল, রানুর মুখে সবাই মিলে জুতো মারা দরকার",0,1,Aggressive,Bullying
চুদির ভাই এলাকা দেখতে আসছিস তো রাতে তো jigges korchis kno,0,1,Aggressive,Bullying
ধুর শালা,0,1,Aggressive,Bullying
রানু পাগলি 🐗🐗🐗🐗🐗🐗🐀🐀🐀🐀🐶🐶🐶🐶🐶🐶,0,1,Aggressive,Bullying
"acting তো কিছু পারেনা, শুধু চেহারাটা আছে",0,1,Aggressive,Bullying
ক্যামেরা করতে শিখ বোকচোদ এরপর চুলকাইতে যাবি,0,0,Aggressive,Bullying
আর এ রানু মণ্ডল একটা মেন্টাল .… take nia troll kore lab nai ,0,1,Aggressive,Bullying
লাস্ট এর বাড়িতে চুদতে ঢুকলি কেনরে লাওড়া last ar barite chudte dhukli kno be lewra,0,1,Aggressive,Bullying
এই সব জানোয়ারদের জ্যান্ত পুড়িয়ে মারা উচিৎ,0,1,Aggressive,Bullying
এনাম ভাই এর নিছে আছে দুয়া বিছে 😂😂😂😂,1,1,Aggressive,Bullying
"you are a bustard , তুই জানিস না কিভাবে কাজ করতে হয় ",0,1,Aggressive,Bullying
বাইনচোদ গিরির একটা সীমা থাকা উচিত,0,1,Aggressive,Bullying
এইটা কি তামিমা আপুর মত পেয়েছেন নাকি??,100,1,Aggressive,Bullying
যত সহজে অন্যের বৌ কে নিজের বৌ বানায় ফেলছো !,177,1,Aggressive,Bullying
এই জন্যই তো অন্যের বৌ আপনার ঘরে,25,1,Aggressive,Bullying
বিশ্বকাপ কি আরেক জনের বউ যে জোর করে নিবা ? লুচু,59,1,Aggressive,Bullying
"শালা গান্ডু, এইটা রাকিবের বৌ না যে চাইলি আর নিয়ে আসলি. ",22,1,Aggressive,Bullying
নিয়ম করে সকাল বিকালে থাবড়ানো উচিৎ,22,1,Aggressive,Bullying
তোমার কাছে ওয়ার্ল্ড কাপ মানেতো আরেক জনের বউ হাতিয়ে নেয়া,33,1,Aggressive,Bullying
বানিতে দরবেশ বাবা,9,1,Aggressive,Bullying
ওয়ার্ল্ড কাপ তো তুমি নিয়ে গেছো তা একজনের বৌ চুপ হালা লুচ্চা,6,1,Aggressive,Bullying
হাই রাকিবের হতিন,7,1,Aggressive,Bullying
কত হেডা ই বলবা .… tmi to er ek bedar cup niye chole geso.,4,1,Aggressive,Bullying
তুমি সোনা কও,4,1,Aggressive,Bullying
এটা তামিমার মত বদনা কাপনা,4,1,Aggressive,Bullying
কিরে বাটপার পরের বৌ নিয়ে মজা করতেছিস,3,1,Aggressive,Bullying
হালা এনা খাই তাল অই গেছের,3,1,Aggressive,Bullying
রংপুরের মফিজ....,2,1,Aggressive,Bullying
date expired গাজা খাইলে যে হয় আর কি,2,1,Aggressive,Bullying
গাঞ্জার নেশা শেষ হইছেনা এর লাই এতো মাতের ,2,1,Aggressive,Bullying
ভাই ওয়ার্ল্ড কাপ তো আপনার মত বিছানায় খেলেনা এত,0,1,Aggressive,Bullying
হ তুমি ত তামিমা জয় করছ,2,1,Aggressive,Bullying
হালায় পাগল হইছে,0,1,Aggressive,Bullying
মাল খোর শালা,0,1,Aggressive,Bullying
ও আমার বাল বুঝে …. ,0,1,Aggressive,Bullying
 হালারপো এইডা কি আরেক বেডার বৌ ভাগায় নি যাওন নি,0,1,Aggressive,Bullying
 ভাই.... আজকে গাজা বেশি খাইছে,0,1,Aggressive,Bullying
তুই হালারপো বলতে হবেনা তুই পরকীয়া নিয়া থাক.....,0,1,Aggressive,Bullying
বদমাইশ কা বাচ্চা,0,1,Aggressive,Bullying
কামের ফান্দে পড়ছে নাসির,0,1,Aggressive,Bullying
শালার লজ্জা নাই,0,1,Aggressive,Bullying
মার হালারে 😂,0,1,Aggressive,Bullying
কি নিলজ্জের মত হাসি,0,1,Aggressive,Bullying
বদমাইশ লোক একটা নাসির,2,1,Aggressive,Bullying
আপু ও তো রাস্তার ই ছেলে 😁😁😁,0,1,Aggressive,Bullying
এই শালারে কখনই নিবেনা জাতীয় টিমে,0,1,Aggressive,Bullying
তুমি বাল খেলবা ন্যাশনাল টিমে,0,1,Aggressive,Bullying
নষ্ট নষ্ট,1,1,Aggressive,Bullying
কাস্টম খেলবি,0,1,Aggressive,Bullying
লাটের বাট🤣🤣🤣,0,1,Aggressive,Bullying
ফালতু মহিলা,1,1,Aggressive,Bullying
লোভি মাল🤣🤣,0,1,Aggressive,Bullying
সব পাগল🤣😂🤣😂,0,1,Aggressive,Bullying
পাগলে কিনা বলে ছাগলে কিনা কড়ে,0,1,Aggressive,Bullying
মাইরা হালাইউম হালা তোরে ঠিক করি খেইল,0,1,Aggressive,Bullying
এরে হইন্নির ঝি এনে তোর তালুকদারি আছেনই,0,1,Aggressive,Bullying
হতিনের ঘরের মুতিন তোর মুরদ আর জানা আছের,0,1,Aggressive,Bullying
অডা যেইত্তন আইছোত এক্কেরে হিয়ান্দি ভরিদিমু,0,1,Aggressive,Bullying
হালুখেত হাইছত ভাদাইম্মার ঘরের ভাদাইম্মা,0,1,Aggressive,Bullying
বেলিকের বাচ্চা বেলিক আক্কেল তবিয়াত উডি গেছে নি,0,1,Aggressive,Bullying
হঁদির হুত হঁদি ইয়ানে ব্যাক কিছু মোক্ত হাইছত নি,0,1,Aggressive,Bullying
"মাগির হুত মাইগ্যা, হাল দেসকা আইজ্যা",0,1,Aggressive,Bullying
হাঙ্গুডির ঘরের হাঙ্গুডি ভরি দিয়ুম বড়বড়ি,0,1,Aggressive,Bullying
হালার হুত হালা বালা থাইকতে ঠিক অই যা,0,1,Aggressive,Bullying
এরে চোদনির হোলা হাটকই বাজি করস কিলা,0,1,Aggressive,Bullying
খাানকির ঝি খানকি ঠিক হই যা,0,1,Aggressive,Bullying
তর চোরের মারে চুদি  ,0,1,Aggressive,Bullying
তুঁই কিয়ের ইমাম অইচ? তুঁইত হোলা হোন্দাইন্না ইমাম।,0,1,Aggressive,Bullying
"এই মাগির হুত কী কাম কইচ্চত? এইডা এককান দা অইছে! ধর তোর দা, তোর মার শাউয়ার বিতরে বরি দিয়ুম",0,1,Aggressive,Bullying
ফিলাস দিয়া হাডাইয়ালমু   ,0,1,Aggressive,Bullying
তরে হাইলে মুই এক্কেরে হাচরাই মারি হালাইয়ুম,0,1,Aggressive,Bullying
পাগলে কিনা বলে ছাগলে কিনা খায় 😭😭😭😂😂😂🤣🤣🤣,1,1,Aggressive,Bullying
ভালো জিনিস টা নষ্ট করলো পাগল মহিলা,13,1,Aggressive,Bullying
পাগল রাণু মন্ডল,0,1,Aggressive,Bullying
একটা ফালতু মহিলা,0,1,Aggressive,Bullying
ওরতো মাথা  খারাপ,0,1,Aggressive,Bullying
পাগলী,0,1,Aggressive,Bullying
"নষ্টামির একটা সীমা আছে,,,,😡😡😡",132,1,Aggressive,Bullying
বাচ্চা পেটে তারপরও বেহায়াপনা কমে নাই 😡😡,43,1,Aggressive,Bullying
দুই মাসের বিয়ে আট মাসের পেট🤣🤣,6,1,Aggressive,Bullying
আল্লাহ এই বেহায়ার থেকে রক্ষা করো।,9,1,Aggressive,Bullying
বারোজনের বেবি বাম্প😂😂,6,1,Aggressive,Bullying
"মেয়েটা শুধু উশৃংখলই না, এক নম্বর এটেনশন সিকার।",0,1,Aggressive,Bullying
একমাস আগে বিবাহ হইছে বাচ্চা দেখে আট মাসএত,0,1,Aggressive,Bullying
বিযে হলে এক সপ্তা তাহলে বেবি টা কার প্লিজ কেউ জানলে জানাবেন 🙏🙏😭😭😭😭😭😭,0,1,Aggressive,Bullying
জারজ সন্তান নিয়ে কত লাফালাফি। নষ্টামির একটা লিমিট থাকা দরকার।,0,1,Aggressive,Bullying
শয়তানের পেট থেকে কি বের হয় আল্লাহ ভালো জানেন।,0,1,Aggressive,Bullying
কয়জনের বেবী এটা 😀😀,9,1,Aggressive,Bullying
লজ্জা না থাকলে আর বোধ শক্তি কম থাকলে কি করা?জুতার বারিতেও কাজ হবেনা,0,1,Aggressive,Bullying
"ফালতু, মিডিয়",0,1,Aggressive,Bullying
😂😂😂😂 বাবা কে,0,1,Aggressive,Bullying
নষ্ট,32,1,Aggressive,Bullying
নাউজুবিল্লাহ মার্কা নিউজ,2,1,Aggressive,Bullying
জঘন্য লাগছে দেখতে।,0,1,Aggressive,Bullying
এক টু ভালো মতো খোজ নিয়ে দেখেন বাচ্চা টা কার কারন বিয়ের আগে বাচ্চা তো,0,1,Aggressive,Bullying
নস্তা ভসা একজন বেস্সা মহিলা তোর  বেবি হবে হোক এগুলো ছবি পোস্ট করা কি দরকার,0,1,Aggressive,Bullying
কথাই আছে পাগলে নাই পাগলের খবর জেমন বিজয় টিভি!!! 😃😃😉😀😀😉,0,1,Aggressive,Bullying
তারে।একটা ভালো জিনিস লম্বা একটা কিছু ডুকিয়ে।রাখা ধর।কার।তার জায়গায়,0,1,Aggressive,Bullying
জঘন্য মনি,0,1,Aggressive,Bullying
ফাইজলামির সীমা থাকা দরকার,0,1,Aggressive,Bullying
"কোপ খাওয়া জিনিস,  চেগাইয়া গেছে,,,, 🍌🍌🍌",1,1,Aggressive,Bullying
